photo_count,taxon_name,ancestry,rank,rank_level,state_of_matter,kingdom,phylum,subphylum,class,subclass,order,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies
943,Cordulegaster diastatops,48460/1/47120/372739/47158/184884/47792/47927/1317177/57448/57449,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Cordulegastroidea,Cordulegastridae,No subfamily,No tribe,Cordulegaster,No subgenus,Cordulegaster diastatops,
942,Orthosia cruda,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122732/176203,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,No subgenus,Orthosia cruda,
941,Henicopsaltria eydouxii,48460/1/47120/372739/47158/184884/47744/125816/372849/50190/50186/209685/740481/243819,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cicadoidea,Cicadidae,Cicadinae,Arenopsaltriini,Henicopsaltria,No subgenus,Henicopsaltria eydouxii,
941,Nicrophorus vespillo,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/53849/204079/53850,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Staphylinoidea,Silphidae,Nicrophorinae,No tribe,Nicrophorus,No subgenus,Nicrophorus vespillo,
941,Chrysolopus spectabilis,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/373410/373643/129128,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Curculionoidea,Curculionidae,Cyclominae,Aterpini,Chrysolopus,No subgenus,Chrysolopus spectabilis,
941,Chrysolina polita,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/1162208/373854/61902/1101842,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Doryphorini,Chrysolina,Erythrochrysa,Chrysolina polita,
940,Rhyothemis graphiptera,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/82002,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Rhyothemis,No subgenus,Rhyothemis graphiptera,
939,Camponotus fulvopilosus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795096,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Formicinae,Camponotini,Camponotus,Myrmopiromis,Camponotus fulvopilosus,
938,Epidesmia tryxaria,48460/1/47120/372739/47158/184884/47157/49531/49530/1031896/341934,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Epidesmiinae,No tribe,Epidesmia,No subgenus,Epidesmia tryxaria,
938,Chrysopa nigricornis,48460/1/47120/372739/47158/184884/48763/483236/52425/338941/209849/52426,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,No superfamily,Chrysopidae,Chrysopinae,Chrysopini,Chrysopa,No subgenus,Chrysopa nigricornis,
937,Smerinthus ophthalmica,48460/1/47120/372739/47158/184884/47157/47214/47213/124130/124128/119493,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,Smerinthus,No subgenus,Smerinthus ophthalmica,
936,Belenois aurota aurota,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475031/125578/125577,subspecies,5.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Pierinae,Pierini,Belenois,No subgenus,[2064] No species,Belenois aurota aurota
936,Dasymutilla sackenii,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Pompiloidea,Mutillidae,Sphaeropthalminae,Dasymutillini,Dasymutilla,No subgenus,Dasymutilla sackenii,
935,Chrysomya megacephala,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/61860/337742/201283,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Oestroidea,Calliphoridae,Chrysomyinae,No tribe,Chrysomya,No subgenus,Chrysomya megacephala,
935,Callophrys henrici,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125836/522886/58554,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Callophrys,No subgenus,Callophrys henrici,
934,Aenetus virescens,48460/1/47120/372739/47158/184884/47157/53784/53783/374004,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Hepialoidea,Hepialidae,No subfamily,No tribe,Aenetus,No subgenus,Aenetus virescens,
934,Tuberolachnus salignus,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/357997/1155000/354038,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Aphidoidea,Aphididae,Lachninae,Tuberolachnini,Tuberolachnus,No subgenus,Tuberolachnus salignus,
934,Enallagma traviatum,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/50175,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Enallagma,No subgenus,Enallagma traviatum,
933,Favonius quercus,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125834/358764,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Theclini,Favonius,No subgenus,Favonius quercus,
933,Traminda aventiaria,48460/1/47120/372739/47158/184884/47157/49531/49530/123037/123082/203871,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Sterrhinae,Rhodometrini,Traminda,No subgenus,Traminda aventiaria,
932,Artace cribrarius,48460/1/47120/372739/47158/184884/47157/56583/56584/124583/125042,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Lasiocampoidea,Lasiocampidae,Poecilocampinae,No tribe,Artace,No subgenus,Artace cribrarius,
932,Prociphilus tessellatus,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/125165/517621/143428,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Aphidoidea,Aphididae,Eriosomatinae,Pemphigini,Prociphilus,No subgenus,Prociphilus tessellatus,
932,Libellula axilena,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/47818,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Libellula,No subgenus,Libellula axilena,
931,Parapoynx badiusalis,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/146671,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Acentropinae,No tribe,Parapoynx,No subgenus,Parapoynx badiusalis,
929,Zerynthia rumina,48460/1/47120/372739/47158/184884/47157/47224/47223/207786/625404/92926,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Papilionidae,Parnassiinae,Zerynthiini,Zerynthia,No subgenus,Zerynthia rumina,
929,Hapithus agitator,48460/1/47120/372739/47158/184884/47651/132694/358855/50158/52884/502294/523763/765825/129265/767617,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Grylloidea,Gryllidae,Hapithinae,Hapithini,Hapithus,Hapithus,Hapithus agitator,
929,Analeptura lineola,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/373727/84484,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Analeptura,No subgenus,Analeptura lineola,
928,Megascolia maculata flavifrons,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/519143/322040/322036,subspecies,5.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Scolioidea,Scoliidae,Scoliinae,No tribe,Megascolia,No subgenus,[2080] No species,Megascolia maculata flavifrons
928,Zeugomantispa minuta,48460/1/47120/372739/47158/184884/48763/483236/52955/474580/194657,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,No superfamily,Mantispidae,Mantispinae,No tribe,Zeugomantispa,No subgenus,Zeugomantispa minuta,
927,Tisiphone abeona,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/58598/202100/347401,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Tisiphone,No subgenus,Tisiphone abeona,
927,Glaucopsyche alexis,48460/1/47120/372739/47158/184884/47157/47224/47923/58558/125833/522674/56777,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Glaucopsyche,No subgenus,Glaucopsyche alexis,
926,Acraea serena,48460/1/47120/372739/47158/184884/47157/47224/47922/60854/134176/68481,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,Acraea,No subgenus,Acraea serena,
926,Ululodes macleayanus,48460/1/47120/372739/47158/184884/48763/489592/49359/49358/153097/713249/178673,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Myrmeleontoidea,Myrmeleontidae,Ascalaphinae,Ululodini,Ululodes,No subgenus,Ululodes macleayanus,
925,Schizura ipomaeae,48460/1/47120/372739/47158/184884/47157/47607/47718/122433/126208,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Notodontidae,Heterocampinae,No tribe,Schizura,No subgenus,Schizura ipomaeae,
925,Bombus rupestris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus rupestris,
925,Toxomerus,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/186841/520010,genus,20.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Syrphinae,Toxomerini,No genus,No subgenus,[2088] No species,
924,Spodoptera exigua,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/119124/118931,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Prodeniini,Spodoptera,No subgenus,Spodoptera exigua,
924,Plagiognathus arbustorum,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/146871/129535/481104/130361,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Miroidea,Miridae,Phylinae,Phylini,Plagiognathus,No subgenus,Plagiognathus arbustorum,
924,Graphosoma semipunctatum,48460/1/47120/372739/47158/184884/47744/61267/372868/47743/47742/320840/528235/61969,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Pentatomoidea,Pentatomidae,Podopinae,Graphosomatini,Graphosoma,No subgenus,Graphosoma semipunctatum,
924,Ariadne merione,48460/1/47120/372739/47158/184884/47157/47224/47922/134159/134161/51613,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Biblidinae,Biblidini,Ariadne,No subgenus,Ariadne merione,
923,Phasia hemiptera,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/366275/487993/356344,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Oestroidea,Tachinidae,Phasiinae,Phasiini,Phasia,No subgenus,Phasia hemiptera,
923,Mallophora leschenaulti,48460/1/47120/372739/47158/184884/47822/48091/372865/354603/47982/326683/639522/61636,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Asiloidea,Asilidae,Asilinae,Apocleini,Mallophora,No subgenus,Mallophora leschenaulti,
923,Schizura concinna,48460/1/47120/372739/47158/184884/47157/47607/47718/122433/126208,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Notodontidae,Heterocampinae,No tribe,Schizura,No subgenus,Schizura concinna,
923,Amphiagrion saucium,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/86407,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Amphiagrion,No subgenus,Amphiagrion saucium,
922,Meromacrus acutus,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/326181/364082/520020/361289,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Eristalinae,Eristalini,Meromacrus,No subgenus,Meromacrus acutus,
922,Trimerotropis maritima,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/129164/523486/51494,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Acrididae,Oedipodinae,Trimerotropini,Trimerotropis,No subgenus,Trimerotropis maritima,
922,Speyeria callippe,48460/1/47120/372739/47158/184884/47157/47224/47922/60854/134168/47981,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Heliconiinae,Argynnini,Speyeria,No subgenus,Speyeria callippe,
921,Knulliana cincta,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321500/495706/177602,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cerambycoidea,Cerambycidae,Cerambycinae,Bothriospilini,Knulliana,No subgenus,Knulliana cincta,
920,Drepana bilineata,48460/1/47120/372739/47158/184884/47157/84429/84430/123016/123018/84431,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Drepanoidea,Drepanidae,Drepaninae,Drepanini,Drepana,No subgenus,Drepana bilineata,
920,Erinnyis obscura,48460/1/47120/372739/47158/184884/47157/47214/47213/124071/124080/124070/143588,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Macroglossinae,Dilophonotini,Erinnyis,No subgenus,Erinnyis obscura,
918,Herpetogramma phaeopteralis,48460/1/47120/372739/47158/184884/47157/49682/52002/122486/892485/125046,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Spilomelinae,Herpetogrammatini,Herpetogramma,No subgenus,Herpetogramma phaeopteralis,
918,Idaea degeneraria,48460/1/47120/372739/47158/184884/47157/49531/49530/123037/123078/52091,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Sterrhinae,Sterrhini,Idaea,No subgenus,Idaea degeneraria,
918,Anthophora terminalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/203135/57682/578068,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Anthophorini,Anthophora,Clisodon,Anthophora terminalis,
917,Deraeocoris lutescens,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/446706/480911/173953,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Miroidea,Miridae,Deraeocorinae,Deraeocorini,Deraeocoris,No subgenus,Deraeocoris lutescens,
916,Nyctemera annulata,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82098/123435,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Nyctemera,No subgenus,Nyctemera annulata,
916,Phosphila miselioides,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122733/122766,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Phosphilini,Phosphila,No subgenus,Phosphila miselioides,
916,Euphaea formosa,48460/1/47120/372739/47158/184884/47792/47928/1317181/85773/88302,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Calopterygoidea,Euphaeidae,No subfamily,No tribe,Euphaea,No subgenus,Euphaea formosa,
916,Xestia smithii,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/117747/320201/61785/1114669/1294570,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Xestia,Xestia,Xestia smithii,
916,Myllocerus undecimpustulatus,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/203294/518269/518277/55184,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Curculionoidea,Curculionidae,Entiminae,Cyphicerini,Myllocerus,No subgenus,Myllocerus undecimpustulatus,
915,Zygaena loti,48460/1/47120/372739/47158/184884/47157/52029/52028/124753/62187,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Zygaenidae,Zygaeninae,No tribe,Zygaena,No subgenus,Zygaena loti,
914,Calvia decemguttata,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/48486/333790/333796/69204,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Calvia,No subgenus,Calvia decemguttata,
914,Vespula flavopilosa,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/84738/61356,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Vespinae,No tribe,Vespula,No subgenus,Vespula flavopilosa,
914,Augochlorella aurata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/49707/134106/203037/82526,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Halictidae,Halictinae,Augochlorini,Augochlorella,No subgenus,Augochlorella aurata,
914,Erynnis propertius,48460/1/47120/372739/47158/184884/47157/47224/47653/51312/320551/47652,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,Erynnis,No subgenus,Erynnis propertius,
913,Anthomyia illocata,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/132223/1234937,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Muscoidea,Anthomyiidae,No subfamily,No tribe,Anthomyia,No subgenus,Anthomyia illocata,
912,Cosmia trapezina,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/82030/320218/55661,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Cosmia,No subgenus,Cosmia trapezina,
912,Platynota idaeusalis,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199543/146798,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Tortricoidea,Tortricidae,Tortricinae,Sparganothini,Platynota,No subgenus,Platynota idaeusalis,
912,Decticus albifrons,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/82546/523116/127183,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Tettigonioidea,Tettigoniidae,Tettigoniinae,Decticini,Decticus,No subgenus,Decticus albifrons,
912,Euphyia intermediata,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123052/120274,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Euphyia,No subgenus,Euphyia intermediata,
911,Macdunnoughia confusa,48460/1/47120/372739/47158/184884/47157/47607/48670/122455/62792/460499,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Macdunnoughia,No subgenus,Macdunnoughia confusa,
911,Aphrophora alni,48460/1/47120/372739/47158/184884/47744/125816/372849/56194/56195/787243/787425/173079,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cercopoidea,Aphrophoridae,Aphrophorinae,Aphrophorini,Aphrophora,No subgenus,Aphrophora alni,
910,Orchelimum nigripes,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/203979/325335/122042/767536,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Tettigonioidea,Tettigoniidae,Conocephalinae,Conocephalini,Orchelimum,Orchelimum,Orchelimum nigripes,
908,Chorthippus albomarginatus,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/244406/523304/57651,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Acrididae,Gomphocerinae,Gomphocerini,Chorthippus,No subgenus,Chorthippus albomarginatus,
908,Epirrita autumnata,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123063/212125,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Operophterini,Epirrita,No subgenus,Epirrita autumnata,
908,Ochlodes agricola,48460/1/47120/372739/47158/184884/47157/47224/47653/122493/320552/55786,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Ochlodes,No subgenus,Ochlodes agricola,
906,Judolia cerambyciformis,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/373727/119016,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Judolia,No subgenus,Judolia cerambyciformis,
906,Besma quercivoraria,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/124057/143611,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Ennominae,Ourapterygini,Besma,No subgenus,Besma quercivoraria,
906,Lytta magister,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/59510/359283/524598/59518/522576,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Tenebrionoidea,Meloidae,Meloinae,Lyttini,Lytta,Paralytta,Lytta magister,
905,Hypselonotus punctiventris,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/874133/245886,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Coreoidea,Coreidae,Coreinae,Hypselonotini,Hypselonotus,No subgenus,Hypselonotus punctiventris,
904,Coniontis,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/53816/373517/465080,genus,20.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Tenebrionoidea,Tenebrionidae,Pimeliinae,Coniontini,No genus,No subgenus,[2132] No species,
904,Callopistria mollissima,48460/1/47120/372739/47158/184884/47157/47607/48670/121940/48669,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Eriopinae,No tribe,Callopistria,No subgenus,Callopistria mollissima,
903,Tachopteryx thoreyi,48460/1/47120/372739/47158/184884/47792/47927/1317179/67721/92355,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Petaluroidea,Petaluridae,No subfamily,No tribe,Tachopteryx,No subgenus,Tachopteryx thoreyi,
903,Vespa orientalis,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/84738/54328,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Vespinae,No tribe,Vespa,No subgenus,Vespa orientalis,
902,Galleria mellonella,48460/1/47120/372739/47158/184884/47157/49682/49683/122933/122931/122941,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Pyralidae,Galleriinae,Galleriini,Galleria,No subgenus,Galleria mellonella,
902,Messor barbarus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469105/47335,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Myrmicinae,Stenammini,Messor,No subgenus,Messor barbarus,
901,Melissodes desponsus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/121514/52781/571344,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Eucerini,Melissodes,Heliomelissodes,Melissodes desponsus,
900,Cladara limitaria,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123038/174248,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Larentiinae,Trichopterygini,Cladara,No subgenus,Cladara limitaria,
900,Haploa confusa,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82099/84039,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Arctiinae,Arctiini,Haploa,No subgenus,Haploa confusa,
900,Somatochlora metallica,48460/1/47120/372739/47158/184884/47792/47927/1317176/61430/92118,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Corduliidae,No subfamily,No tribe,Somatochlora,No subgenus,Somatochlora metallica,
899,Enargia decolor,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/82030/320218/173631,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Enargia,No subgenus,Enargia decolor,
899,Orgyia postica,48460/1/47120/372739/47158/184884/47157/47607/121850/48847/82042/49031,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,No subgenus,Orgyia postica,
899,Pyrausta purpuralis,48460/1/47120/372739/47158/184884/47157/49682/52002/122491/892833/55659/1305337,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,Pyrausta,No subgenus,Pyrausta purpuralis,
898,Tosale oviplagalis,48460/1/47120/372739/47158/184884/47157/49682/49683/122934/145535,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Pyralidae,Chrysauginae,No tribe,Tosale,No subgenus,Tosale oviplagalis,
