photo_count,taxon_name,ancestry,rank,rank_level,state_of_matter,kingdom,phylum,subphylum,class,subclass,order,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies
898,Hamadryas amphinome,48460/1/47120/372739/47158/184884/47157/47224/47922/134159/134160/83228,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Biblidinae,Ageroniini,Hamadryas,No subgenus,Hamadryas amphinome,
898,Parnassius smintheus,48460/1/47120/372739/47158/184884/47157/47224/47223/207786/207791/57486,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Papilionidae,Parnassiinae,Parnassiini,Parnassius,No subgenus,Parnassius smintheus,
897,Belonocnema kinseyi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/504113,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Cynipoidea,Cynipidae,Cynipinae,Cynipini,Belonocnema,No subgenus,Belonocnema kinseyi,
897,Mormo maura,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/121663/205322,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Dypterygiini,Mormo,No subgenus,Mormo maura,
896,Strophosoma melanogrammum,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/203294/518268/211320,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Curculionoidea,Curculionidae,Entiminae,Brachyderini,Strophosoma,No subgenus,Strophosoma melanogrammum,
896,Bombus fernaldae,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Psithyrus,Bombus fernaldae,
894,Moduza procris,48460/1/47120/372739/47158/184884/47157/47224/47922/134171/134175/182763,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,Moduza,No subgenus,Moduza procris,
893,Persectania ewingii,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122731/377637,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Leucaniini,Persectania,No subgenus,Persectania ewingii,
892,Aptera fusca,48460/1/47120/372739/47158/184884/81769/81770/84636/543252/428359,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blaberoidea,Blaberidae,Epilamprinae,No tribe,Aptera,No subgenus,Aptera fusca,
892,Agrotis venerabilis,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/117747/210553/61739,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Agrotis,No subgenus,Agrotis venerabilis,
891,Satyrium favonius,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125836/522886/54135,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Satyrium,No subgenus,Satyrium favonius,
890,Neocicada hieroglyphica,48460/1/47120/372739/47158/184884/47744/125816/372849/50190/50186/209685/605077/132348,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cicadoidea,Cicadidae,Cicadinae,Leptopsaltriini,Neocicada,No subgenus,Neocicada hieroglyphica,
890,Feniseca tarquinius,48460/1/47120/372739/47158/184884/47157/47224/47923/125840/333887/522623/81730,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Miletinae,Miletini,Feniseca,No subgenus,Feniseca tarquinius,
890,Formica,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/637435,genus,20.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Formicinae,Formicini,No genus,No subgenus,[2159] No species,
888,Synanthedon acerni,48460/1/47120/372739/47158/184884/47157/122746/51573/456401/366342/51684,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Cossoidea,Sesiidae,Sesiinae,Synanthedonini,Synanthedon,No subgenus,Synanthedon acerni,
888,Euploea mulciber,48460/1/47120/372739/47158/184884/47157/47224/47922/61244/134169/522901/88304,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Danainae,Danaini,Euploea,No subgenus,Euploea mulciber,
888,Aeshna subarctica,48460/1/47120/372739/47158/184884/47792/47927/1317180/51469/52520,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Aeshnoidea,Aeshnidae,No subfamily,No tribe,Aeshna,No subgenus,Aeshna subarctica,
887,Papilio garamas,48460/1/47120/372739/47158/184884/47157/47224/47223/49973/207785/47225/545186,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,Pterourus,Papilio garamas,
887,Parapoynx allionealis,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/146671,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Acentropinae,No tribe,Parapoynx,No subgenus,Parapoynx allionealis,
887,Hypena palparia,48460/1/47120/372739/47158/184884/47157/47607/121850/122457/82202,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Hypeninae,No tribe,Hypena,No subgenus,Hypena palparia,
886,Stenopterus rufus,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321500/339465/92226,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cerambycoidea,Cerambycidae,Cerambycinae,Stenopterini,Stenopterus,No subgenus,Stenopterus rufus,
885,Himacerus apterus,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/129878/468613/468614/130128,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cimicoidea,Nabidae,Nabinae,Nabini,Himacerus,No subgenus,Himacerus apterus,
885,Parancistrocerus perennis,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/135214,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Vespoidea,Vespidae,Eumeninae,No tribe,Parancistrocerus,No subgenus,Parancistrocerus perennis,
885,Catochrysops strabo,48460/1/47120/372739/47158/184884/47157/47224/47923/58558/125833/1265012/198833,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Catochrysops,No subgenus,Catochrysops strabo,
885,Tamalia coweni,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/517626/61136,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Aphidoidea,Aphididae,Tamaliinae,No tribe,Tamalia,No subgenus,Tamalia coweni,
884,Loxostege sticticalis,48460/1/47120/372739/47158/184884/47157/49682/52002/122491/892833/126994,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,Loxostege,No subgenus,Loxostege sticticalis,
884,Lestes inaequalis,48460/1/47120/372739/47158/184884/47792/47928/1317183/47930/89475,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Lestoidea,Lestidae,No subfamily,No tribe,Lestes,No subgenus,Lestes inaequalis,
883,Taeniopoda eques,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/49817/320677/524111/82019,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Acridoidea,Romaleidae,Romaleinae,Romaleini,Taeniopoda,No subgenus,Taeniopoda eques,
882,Phyllocnistis vitifoliella,48460/1/47120/372739/47158/184884/47157/61352/61353/124273/178467,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Gracillarioidea,Gracillariidae,Phyllocnistinae,No tribe,Phyllocnistis,No subgenus,Phyllocnistis vitifoliella,
881,Bibio imitator,48460/1/47120/372739/47158/184884/47822/154259/489328/56097/1226039/1319627/56098,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Bibionidae,Bibioninae,Bibionini,Bibio,No subgenus,Bibio imitator,
881,Heterotoma planicornis,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/372559/471019/273201,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Miroidea,Miridae,Orthotylinae,Orthotylini,Heterotoma,No subgenus,Heterotoma planicornis,
881,Malachius aeneus,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/82067/373470/460780/1128937/82066,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,No subgenus,Malachius aeneus,
881,Carabus violaceus,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/333554/319773/421709/56553/938887,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Caraboidea,Carabidae,Carabinae,Carabini,Carabus,Megodontus,Carabus violaceus,
880,Conocephalus melaenus,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/203979/325335/118890/767528,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Tettigonioidea,Tettigoniidae,Conocephalinae,Conocephalini,Conocephalus,Anisoptera,Conocephalus melaenus,
877,Aglossa pinguinalis,48460/1/47120/372739/47158/184884/47157/49682/49683/122739/122928/143609,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Pyralidae,Pyralinae,Pyralini,Aglossa,No subgenus,Aglossa pinguinalis,
877,Clastoptera proteus,48460/1/47120/372739/47158/184884/47744/125816/372849/56194/132516/787322/787323/132517,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cercopoidea,Clastopteridae,Clastopterinae,Clastopterini,Clastoptera,No subgenus,Clastoptera proteus,
877,Catasticta nimbice,48460/1/47120/372739/47158/184884/47157/47224/48508/209720/321384/475031/83729,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Pierinae,Pierini,Catasticta,No subgenus,Catasticta nimbice,
877,Zygaena carniolica,48460/1/47120/372739/47158/184884/47157/52029/52028/124753/62187,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Zygaenidae,Zygaeninae,No tribe,Zygaena,No subgenus,Zygaena carniolica,
876,Rhodobaenus quinquepunctatus,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/367389/508027/1100886/211720,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Curculionoidea,Curculionidae,Dryophthorinae,Rhynchophorini,Rhodobaenus,No subgenus,Rhodobaenus quinquepunctatus,
876,Protambulyx strigilis,48460/1/47120/372739/47158/184884/47157/47214/47213/124130/124129/130065,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Bombycoidea,Sphingidae,Smerinthinae,Ambulycini,Protambulyx,No subgenus,Protambulyx strigilis,
875,Abaeis mexicana,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/81728,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Coliadinae,No tribe,Abaeis,No subgenus,Abaeis mexicana,
875,Lactura subfervens,48460/1/47120/372739/47158/184884/47157/52029/204824/324674,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Zygaenoidea,Lacturidae,No subfamily,No tribe,Lactura,No subgenus,Lactura subfervens,
875,Parrhasius m-album,48460/1/47120/372739/47158/184884/47157/47224/47923/125830/125836/522886/127491,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Parrhasius,No subgenus,Parrhasius m-album,
874,Amphibolips quercusostensackenii,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/143875,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Cynipoidea,Cynipidae,Cynipinae,Cynipini,Amphibolips,No subgenus,Amphibolips quercusostensackenii,
874,Cicindela ocellata,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/119895/373661/373919/49568/736865,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindela,Cicindelidia,Cicindela ocellata,
874,Nerice bidentata,48460/1/47120/372739/47158/184884/47157/47607/47718/122424/176690,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Notodontidae,Notodontinae,No tribe,Nerice,No subgenus,Nerice bidentata,
873,Hypselonotus interruptus,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/874133/245886,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Coreoidea,Coreidae,Coreinae,Hypselonotini,Hypselonotus,No subgenus,Hypselonotus interruptus,
873,Euploea midamus,48460/1/47120/372739/47158/184884/47157/47224/47922/61244/134169/522901/88304,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Danainae,Danaini,Euploea,No subgenus,Euploea midamus,
873,Diastrophus nebulosus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/1042628/205634,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Cynipoidea,Cynipidae,Cynipinae,Diastrophini,Diastrophus,No subgenus,Diastrophus nebulosus,
873,Ceriagrion glabrum,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/87308,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Ceriagrion,No subgenus,Ceriagrion glabrum,
872,Hygraula nitens,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/341878,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Acentropinae,No tribe,Hygraula,No subgenus,Hygraula nitens,
872,Hyposidra talaca,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/124062/196589,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Ennominae,Boarmiini,Hyposidra,No subgenus,Hyposidra talaca,
872,Dysphania militaris,48460/1/47120/372739/47158/184884/47157/49531/49530/123036/123081/52021,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Geometrinae,Dysphaniini,Dysphania,No subgenus,Dysphania militaris,
871,Geitoneura acantha,48460/1/47120/372739/47158/184884/47157/47224/47922/58597/58598/202100/202107,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Geitoneura,No subgenus,Geitoneura acantha,
871,Asphaera lustrans,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/245843/155185/253041,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Asphaera,No subgenus,Asphaera lustrans,
871,Eulaema polychroma,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/416582/84751/578251,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Euglossini,Eulaema,Apeulaema,Eulaema polychroma,
870,Culladia cuneiferellus,48460/1/47120/372739/47158/184884/47157/49682/52002/122538/122946/204053,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Crambinae,Crambini,Culladia,No subgenus,Culladia cuneiferellus,
870,Rachiplusia ou,48460/1/47120/372739/47158/184884/47157/47607/48670/122455/62792/124049/203443,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Rachiplusia,No subgenus,Rachiplusia ou,
869,Paraeschra georgica,48460/1/47120/372739/47158/184884/47157/47607/47718/122424/1074457,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Notodontidae,Notodontinae,No tribe,Paraeschra,No subgenus,Paraeschra georgica,
869,Larinus carlinae,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/272543/507383/322909/768427,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Curculionoidea,Curculionidae,Lixinae,Lixini,Larinus,Phyllonomeus,Larinus carlinae,
869,Sylvanelater cylindriformis,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/460785/460596,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Sylvanelater,No subgenus,Sylvanelater cylindriformis,
869,Euborellia annulipes,48460/1/47120/372739/47158/184884/47793/713334/713335/949883/713340/245158/713398/196421,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Dermaptera,Anisolabidoidea,Anisolabididae,Anisolabidinae,No tribe,Euborellia,No subgenus,Euborellia annulipes,
869,Marathyssa inficita,48460/1/47120/372739/47158/184884/47157/47607/122126/122122/143020,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Euteliidae,Euteliinae,No tribe,Marathyssa,No subgenus,Marathyssa inficita,
868,Acanthocephala alata,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/605201/61446,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Coreoidea,Coreidae,Coreinae,Acanthocephalini,Acanthocephala,No subgenus,Acanthocephala alata,
868,Acraspis erinacei,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/252996,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Cynipoidea,Cynipidae,Cynipinae,Cynipini,Acraspis,No subgenus,Acraspis erinacei,
868,Lepisiota capensis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/474778/347544,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Formicoidea,Formicidae,Formicinae,Plagiolepidini,Lepisiota,No subgenus,Lepisiota capensis,
868,Achaea janata,48460/1/47120/372739/47158/184884/47157/47607/121850/122426/121521/204043,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Erebidae,Erebinae,Poaphilini,Achaea,No subgenus,Achaea janata,
868,Conchylodes ovulalis,48460/1/47120/372739/47158/184884/47157/49682/52002/122486/928024/132446,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Pyraloidea,Crambidae,Spilomelinae,Udeini,Conchylodes,No subgenus,Conchylodes ovulalis,
868,Agrilus ruficollis,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510063/510065/70058,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Buprestoidea,Buprestidae,Agrilinae,Agrilini,Agrilus,No subgenus,Agrilus ruficollis,
867,Hemithea aestivaria,48460/1/47120/372739/47158/184884/47157/49531/49530/123036/123090/125155,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Geometrinae,Hemitheini,Hemithea,No subgenus,Hemithea aestivaria,
867,Harrisimemna trisignata,48460/1/47120/372739/47158/184884/47157/47607/48670/122465/177976,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Noctuoidea,Noctuidae,Acronictinae,No tribe,Harrisimemna,No subgenus,Harrisimemna trisignata,
867,Cyclophora packardi,48460/1/47120/372739/47158/184884/47157/49531/49530/123037/123083/81652,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Sterrhinae,Cosymbiini,Cyclophora,No subgenus,Cyclophora packardi,
867,Epiblema otiosana,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124232/143001,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Tortricoidea,Tortricidae,Olethreutinae,Eucosmini,Epiblema,No subgenus,Epiblema otiosana,
867,Macrodiplax cora,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/89677,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Macrodiplax,No subgenus,Macrodiplax cora,
867,Gryllotalpa gryllotalpa,48460/1/47120/372739/47158/184884/47651/132694/358855/523975/71220/523961/523965/71221,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Orthoptera,Gryllotalpoidea,Gryllotalpidae,Gryllotalpinae,Gryllotalpini,Gryllotalpa,No subgenus,Gryllotalpa gryllotalpa,
866,Copestylum violaceum,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/326181/479390/128846,complex,11.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Eristalinae,Volucellini,Copestylum,No subgenus,[2221] No species,
